Max_length,Year,Lat,Lon,Mean,Standard Dev,Max T
1E+00,1.985E+03,5.05E+01,-1.25E+00,2.91180541992188E+02,0E+00,2.91180541992188E+02
1E+00,1.985E+03,5.05E+01,-1E+00,2.91012115478516E+02,0E+00,2.91012115478516E+02
1E+00,1.985E+03,5.05E+01,-7.5E-01,2.91030975341797E+02,0E+00,2.91030975341797E+02
1E+00,1.985E+03,5.05E+01,-5E-01,2.91114410400391E+02,0E+00,2.91114410400391E+02
1E+00,1.985E+03,5.05E+01,-2.5E-01,2.91126770019531E+02,0E+00,2.91126770019531E+02
1E+00,1.985E+03,5.05E+01,0E+00,2.91212463378906E+02,0E+00,2.91212463378906E+02
1E+00,1.985E+03,5.05E+01,2.5E-01,2.90509155273438E+02,0E+00,2.90509155273438E+02
1E+00,1.985E+03,5.05E+01,5E-01,2.90644500732422E+02,0E+00,2.90644500732422E+02
1E+00,1.985E+03,5.05E+01,7.5E-01,2.90996948242188E+02,0E+00,2.90996948242188E+02
1E+00,1.985E+03,5.05E+01,1E+00,2.91581420898438E+02,0E+00,2.91581420898438E+02
1E+00,1.985E+03,5.05E+01,1.25E+00,2.91069702148438E+02,0E+00,2.91069702148438E+02
2E+00,1.985E+03,5.05E+01,1.5E+00,2.92779342651367E+02,1.35195760950068E+00,2.93735321044922E+02
1E+00,1.985E+03,5.025E+01,-1.5E+00,2.91127655029297E+02,0E+00,2.91127655029297E+02
1E+00,1.985E+03,5.025E+01,-1.25E+00,2.91199523925781E+02,0E+00,2.91199523925781E+02
1E+00,1.985E+03,5.025E+01,-1E+00,2.90474334716797E+02,0E+00,2.90474334716797E+02
2E+00,1.985E+03,5.025E+01,-7.5E-01,2.90861419677734E+02,6.27306949740385E-01,2.91304992675781E+02
2E+00,1.985E+03,5.025E+01,-5E-01,2.90997772216797E+02,6.09396224997195E-01,2.91428680419922E+02
2E+00,1.985E+03,5.025E+01,-2.5E-01,2.91033584594727E+02,5.9733345977859E-01,2.91455963134766E+02
2E+00,1.985E+03,5.025E+01,0E+00,2.91053359985352E+02,6.13431532861023E-01,2.91487121582031E+02
2E+00,1.985E+03,5.025E+01,2.5E-01,2.91119995117188E+02,6.91008708104115E-01,2.91608612060547E+02
1E+00,1.985E+03,5.025E+01,5E-01,2.91220184326172E+02,0E+00,2.91220184326172E+02
1E+00,1.985E+03,5.025E+01,7.5E-01,2.91633270263672E+02,0E+00,2.91633270263672E+02
1E+00,1.985E+03,5.025E+01,1E+00,2.91488983154297E+02,0E+00,2.91488983154297E+02
2E+00,1.985E+03,5.025E+01,1.25E+00,2.91604293823242E+02,3.7968578536918E-01,2.91872772216797E+02
2E+00,1.985E+03,5.025E+01,1.5E+00,2.929384765625E+02,1.18202151630476E+00,2.93774291992188E+02
2E+00,1.985E+03,5E+01,-1.5E+00,2.90949310302734E+02,7.37921859419409E-01,2.91471099853516E+02
2E+00,1.985E+03,5E+01,-1.25E+00,2.90992233276367E+02,7.96207241987306E-01,2.91555236816406E+02
2E+00,1.985E+03,5E+01,-1E+00,2.91092086791992E+02,7.40619257724106E-01,2.91615783691406E+02
2E+00,1.985E+03,5E+01,-7.5E-01,2.91182739257812E+02,6.65113684379021E-01,2.91653045654297E+02
2E+00,1.985E+03,5E+01,-5E-01,2.91327941894531E+02,5.74308467849694E-01,2.91734039306641E+02
2E+00,1.985E+03,5E+01,-2.5E-01,2.91363861083984E+02,5.6205148995315E-01,2.91761291503906E+02
2E+00,1.985E+03,5E+01,0E+00,2.91469039916992E+02,4.47012847054423E-01,2.91785125732422E+02
2E+00,1.985E+03,5E+01,2.5E-01,2.9181608581543E+02,3.64321404625625E-01,2.92073699951172E+02
2E+00,1.985E+03,5E+01,5E-01,2.91471969604492E+02,4.76015273626527E-01,2.91808563232422E+02
2E+00,1.985E+03,5E+01,7.5E-01,2.9276025390625E+02,1.02686716581857E+00,2.93486358642578E+02
2E+00,1.985E+03,5E+01,1E+00,2.93062454223633E+02,1.00669062649944E+00,2.93774291992188E+02
2E+00,1.985E+03,5E+01,1.25E+00,2.9313996887207E+02,9.57015339320135E-01,2.93816680908203E+02
2E+00,1.985E+03,5E+01,1.5E+00,2.93670272827148E+02,1.10025797889278E+00,2.94448272705078E+02
4E+00,1.986E+03,5.3E+01,-1.5E+00,2.91894592285156E+02,4.56026927993522E-01,2.92295013427734E+02
4E+00,1.986E+03,5.3E+01,-1.25E+00,2.91974967956543E+02,4.6672891535444E-01,2.92379302978516E+02
3E+00,1.986E+03,5.3E+01,-1E+00,2.9219428507487E+02,4.1546704085956E-01,2.92453094482422E+02
3E+00,1.986E+03,5.3E+01,-7.5E-01,2.94526072184245E+02,1.43389365873004E+00,2.95638031005859E+02
3E+00,1.986E+03,5.3E+01,-5E-01,2.92178019205729E+02,3.70994480976704E-01,2.92606323242188E+02
3E+00,1.986E+03,5.3E+01,-2.5E-01,2.94738189697266E+02,1.72119664861002E+00,2.96142974853516E+02
3E+00,1.986E+03,5.3E+01,0E+00,2.9472080485026E+02,1.82390889193343E+00,2.96280029296875E+02
3E+00,1.986E+03,5.3E+01,2.5E-01,2.92870981852214E+02,1.59140995575232E+00,2.94455810546875E+02
2E+00,1.986E+03,5.3E+01,5E-01,2.91985961914062E+02,1.38076582339485E+00,2.92962310791016E+02
2E+00,1.986E+03,5.3E+01,7.5E-01,2.91279632568359E+02,1.40661768874707E+00,2.92274261474609E+02
1E+00,1.986E+03,5.3E+01,1E+00,2.91809326171875E+02,0E+00,2.91809326171875E+02
1E+00,1.986E+03,5.3E+01,1.25E+00,2.91596099853516E+02,0E+00,2.91596099853516E+02
1E+00,1.986E+03,5.3E+01,1.5E+00,2.90949310302734E+02,0E+00,2.90949310302734E+02
4E+00,1.986E+03,5.275E+01,-1.5E+00,2.92655738830566E+02,5.66323661469442E-01,2.93146087646484E+02
4E+00,1.986E+03,5.275E+01,-1.25E+00,2.92690795898438E+02,5.77164729340766E-01,2.93188568115234E+02
4E+00,1.986E+03,5.275E+01,-1E+00,2.92650382995605E+02,6.36210307026028E-01,2.93191467285156E+02
4E+00,1.986E+03,5.275E+01,-7.5E-01,2.92612075805664E+02,6.67332314664818E-01,2.93190765380859E+02
4E+00,1.986E+03,5.275E+01,-5E-01,2.92532005310059E+02,6.81453234745489E-01,2.9314990234375E+02
3E+00,1.986E+03,5.275E+01,-2.5E-01,2.92589121500651E+02,6.15244536341157E-01,2.92975006103516E+02
3E+00,1.986E+03,5.275E+01,0E+00,2.94920979817708E+02,1.98476714018289E+00,2.96549407958984E+02
3E+00,1.986E+03,5.275E+01,2.5E-01,2.94818725585938E+02,2.06776645062352E+00,2.96589996337891E+02
3E+00,1.986E+03,5.275E+01,5E-01,2.94011118570964E+02,2.00685972360528E+00,2.95853271484375E+02
3E+00,1.986E+03,5.275E+01,7.5E-01,2.93943684895833E+02,2.01551364720781E+00,2.95819427490234E+02
3E+00,1.986E+03,5.275E+01,1E+00,2.93812255859375E+02,1.96492536827471E+00,2.9568017578125E+02
3E+00,1.986E+03,5.275E+01,1.25E+00,2.93416870117188E+02,1.80834675028109E+00,2.95197906494141E+02
2E+00,1.986E+03,5.275E+01,1.5E+00,2.93291915893555E+02,9.74106054978697E-01,2.93980712890625E+02
5E+00,1.986E+03,5.25E+01,-1.5E+00,2.92894451904297E+02,1.00659035690208E+00,2.93831024169922E+02
5E+00,1.986E+03,5.25E+01,-1.25E+00,2.92778167724609E+02,9.38390405582265E-01,2.93701568603516E+02
5E+00,1.986E+03,5.25E+01,-1E+00,2.92782000732422E+02,8.96594927293767E-01,2.93712554931641E+02
5E+00,1.986E+03,5.25E+01,-7.5E-01,2.92784832763672E+02,8.5160018204295E-01,2.93685607910156E+02
8E+00,1.986E+03,5.25E+01,-5E-01,2.92583446502686E+02,7.25162600064882E-01,2.93682373046875E+02
8E+00,1.986E+03,5.25E+01,-2.5E-01,2.92859756469727E+02,6.78906197997077E-01,2.93887603759766E+02
8E+00,1.986E+03,5.25E+01,0E+00,2.93148639678955E+02,6.81662091300424E-01,2.94154052734375E+02
7E+00,1.986E+03,5.25E+01,2.5E-01,2.92856968470982E+02,6.23824781544586E-01,2.93663909912109E+02
3E+00,1.986E+03,5.25E+01,5E-01,2.92824615478516E+02,6.262781425442E-01,2.93281646728516E+02
3E+00,1.986E+03,5.25E+01,7.5E-01,2.92744669596354E+02,5.87393504821706E-01,2.93383270263672E+02
3E+00,1.986E+03,5.25E+01,1E+00,2.92713521321615E+02,5.33675362234422E-01,2.93294708251953E+02
3E+00,1.986E+03,5.25E+01,1.25E+00,2.92440582275391E+02,2.53877454738779E-01,2.92704864501953E+02
2E+00,1.986E+03,5.25E+01,1.5E+00,2.93157150268555E+02,7.7924600144737E-01,2.93708160400391E+02
5E+00,1.986E+03,5.225E+01,-1.5E+00,2.93182055664062E+02,1.03832829648136E+00,2.94188293457031E+02
5E+00,1.986E+03,5.225E+01,-1.25E+00,2.93059869384766E+02,9.74518650931292E-01,2.94052703857422E+02
5E+00,1.986E+03,5.225E+01,-1E+00,2.93051892089844E+02,9.31488239723356E-01,2.94031463623047E+02
5E+00,1.986E+03,5.225E+01,-7.5E-01,2.93071252441406E+02,8.9330374534501E-01,2.93989807128906E+02
8E+00,1.986E+03,5.225E+01,-5E-01,2.92776901245117E+02,8.25087299194523E-01,2.93992340087891E+02
8E+00,1.986E+03,5.225E+01,-2.5E-01,2.93046936035156E+02,7.69401862897179E-01,2.94205718994141E+02
8E+00,1.986E+03,5.225E+01,0E+00,2.93015724182129E+02,6.96211373883469E-01,2.94073150634766E+02
8E+00,1.986E+03,5.225E+01,2.5E-01,2.92791015625E+02,6.72441072789062E-01,2.93808441162109E+02
3E+00,1.986E+03,5.225E+01,5E-01,2.9280507405599E+02,6.25308854809189E-01,2.93317626953125E+02
3E+00,1.986E+03,5.225E+01,7.5E-01,2.92709706624349E+02,5.11798889980349E-01,2.93263153076172E+02
3E+00,1.986E+03,5.225E+01,1E+00,2.92727305094401E+02,2.57629114973406E-01,2.93008575439453E+02
3E+00,1.986E+03,5.225E+01,1.25E+00,2.92463989257812E+02,4.04068522994784E-02,2.92488677978516E+02
2E+00,1.986E+03,5.225E+01,1.5E+00,2.92638198852539E+02,4.54133978578824E-01,2.92959320068359E+02
5E+00,1.986E+03,5.2E+01,-1.5E+00,2.93195446777344E+02,1.08285628970957E+00,2.94219635009766E+02
5E+00,1.986E+03,5.2E+01,-1.25E+00,2.93259851074219E+02,9.90150427034414E-01,2.94255035400391E+02
5E+00,1.986E+03,5.2E+01,-1E+00,2.93246881103516E+02,9.38424706490136E-01,2.94207824707031E+02
5E+00,1.986E+03,5.2E+01,-7.5E-01,2.93266802978516E+02,8.90605534583412E-01,2.94185943603516E+02
5E+00,1.986E+03,5.2E+01,-5E-01,2.93182672119141E+02,8.54635527550018E-01,2.94104248046875E+02
5E+00,1.986E+03,5.2E+01,-2.5E-01,2.93007623291016E+02,8.35471112116583E-01,2.93941497802734E+02
8E+00,1.986E+03,5.2E+01,0E+00,2.92723968505859E+02,6.66792533696605E-01,2.93791900634766E+02
3E+00,1.986E+03,5.2E+01,2.5E-01,2.93091156005859E+02,6.0861792057309E-01,2.93577545166016E+02
3E+00,1.986E+03,5.2E+01,5E-01,2.92600351969401E+02,4.30627592464357E-01,2.93006622314453E+02
3E+00,1.986E+03,5.2E+01,7.5E-01,2.92572987874349E+02,2.5516678591948E-01,2.92749114990234E+02
3E+00,1.986E+03,5.2E+01,1E+00,2.92044911702474E+02,1.8365907605949E-01,2.92256103515625E+02
2E+00,1.986E+03,5.2E+01,1.25E+00,2.9315087890625E+02,4.00034958179816E-01,2.93433746337891E+02
2E+00,1.986E+03,5.2E+01,1.5E+00,2.92236389160156E+02,2.48635386133771E-01,2.92412200927734E+02
5E+00,1.986E+03,5.175E+01,-1.5E+00,2.93279821777344E+02,1.15144589679256E+00,2.9442236328125E+02
5E+00,1.986E+03,5.175E+01,-1.25E+00,2.93373876953125E+02,1.04292691013801E+00,2.9442578125E+02
5E+00,1.986E+03,5.175E+01,-1E+00,2.93370623779297E+02,9.76734387195623E-01,2.944130859375E+02
5E+00,1.986E+03,5.175E+01,-7.5E-01,2.93259790039063E+02,8.75678120948346E-01,2.942548828125E+02
5E+00,1.986E+03,5.175E+01,-5E-01,2.93031927490234E+02,8.2421180939125E-01,2.93993560791016E+02
5E+00,1.986E+03,5.175E+01,-2.5E-01,2.92852087402344E+02,7.89999248364323E-01,2.93809417724609E+02
8E+00,1.986E+03,5.175E+01,0E+00,2.92629806518555E+02,6.19168040273301E-01,2.93672271728516E+02
3E+00,1.986E+03,5.175E+01,2.5E-01,2.92662017822266E+02,3.32490383388714E-01,2.92957977294922E+02
3E+00,1.986E+03,5.175E+01,5E-01,2.92795633951823E+02,2.33207138091956E-01,2.92951202392578E+02
3E+00,1.986E+03,5.175E+01,7.5E-01,2.92202341715495E+02,2.03678489629349E-01,2.92430084228516E+02
2E+00,1.986E+03,5.175E+01,1E+00,2.93523452758789E+02,3.54351820491464E-01,2.93774017333984E+02
2E+00,1.986E+03,5.175E+01,1.25E+00,2.91656784057617E+02,2.88923727212728E-01,2.91861083984375E+02
0E+00,1.986E+03,5.175E+01,1.5E+00,0E+00,0E+00,0E+00
5E+00,1.986E+03,5.15E+01,-1.5E+00,2.93488751220703E+02,1.33989919987037E+00,2.94772613525391E+02
5E+00,1.986E+03,5.15E+01,-1.25E+00,2.93477770996094E+02,1.17600482925075E+00,2.94664947509766E+02
5E+00,1.986E+03,5.15E+01,-1E+00,2.93507965087891E+02,1.04874807479414E+00,2.94640625E+02
5E+00,1.986E+03,5.15E+01,-7.5E-01,2.93394293212891E+02,9.42109420482411E-01,2.944765625E+02
5E+00,1.986E+03,5.15E+01,-5E-01,2.93142126464844E+02,8.63454721302278E-01,2.94176513671875E+02
5E+00,1.986E+03,5.15E+01,-2.5E-01,2.92968762207031E+02,7.89436544270639E-01,2.93981597900391E+02
4E+00,1.986E+03,5.15E+01,0E+00,2.92543518066406E+02,3.87615340542176E-01,2.92999633789062E+02
3E+00,1.986E+03,5.15E+01,2.5E-01,2.92593872070312E+02,3.41669605265992E-01,2.92882690429688E+02
3E+00,1.986E+03,5.15E+01,5E-01,2.92795613606771E+02,2.90540778760387E-01,2.93042602539062E+02
2E+00,1.986E+03,5.15E+01,7.5E-01,2.91624816894531E+02,1.23001362694193E-02,2.91633514404297E+02
2E+00,1.986E+03,5.15E+01,1E+00,2.92519744873047E+02,6.2579640668975E-03,2.92524169921875E+02
2E+00,1.986E+03,5.15E+01,1.25E+00,2.92307662963867E+02,7.26571207353243E-02,2.92359039306641E+02
0E+00,1.986E+03,5.15E+01,1.5E+00,0E+00,0E+00,0E+00
4E+00,1.986E+03,5.125E+01,-1.5E+00,2.94536636352539E+02,8.46526372030863E-01,2.95348968505859E+02
5E+00,1.986E+03,5.125E+01,-1.25E+00,2.93871655273438E+02,1.44149417105078E+00,2.95230560302734E+02
5E+00,1.986E+03,5.125E+01,-1E+00,2.93996520996094E+02,1.3067699660233E+00,2.95295166015625E+02
5E+00,1.986E+03,5.125E+01,-7.5E-01,2.93977490234375E+02,1.21096567836401E+00,2.95237548828125E+02
5E+00,1.986E+03,5.125E+01,-5E-01,2.93923602294922E+02,1.09459236174884E+00,2.95163818359375E+02
5E+00,1.986E+03,5.125E+01,-2.5E-01,2.93710900878906E+02,9.81090268969417E-01,2.94914642333984E+02
5E+00,1.986E+03,5.125E+01,0E+00,2.93442987060547E+02,8.94240211842165E-01,2.94609466552734E+02
8E+00,1.986E+03,5.125E+01,2.5E-01,2.92849536895752E+02,7.65505658018481E-01,2.94250152587891E+02
4E+00,1.986E+03,5.125E+01,5E-01,2.92713958740234E+02,2.83246276023494E-01,2.92902862548828E+02
4E+00,1.986E+03,5.125E+01,7.5E-01,2.92973411560059E+02,3.34661196151395E-01,2.93266235351562E+02
4E+00,1.986E+03,5.125E+01,1E+00,2.92384399414062E+02,2.8758794663451E-01,2.9267822265625E+02
2E+00,1.986E+03,5.125E+01,1.25E+00,2.93473922729492E+02,4.59054033086591E-01,2.93798522949219E+02
2E+00,1.986E+03,5.125E+01,1.5E+00,2.91525817871094E+02,4.33094271802185E-01,2.91832061767578E+02
4E+00,1.986E+03,5.1E+01,-1.5E+00,2.95396438598633E+02,8.88555819056125E-01,2.96171783447266E+02
5E+00,1.986E+03,5.1E+01,-1.25E+00,2.94865417480469E+02,1.76344593238868E+00,2.96460754394531E+02
5E+00,1.986E+03,5.1E+01,-1E+00,2.94505554199219E+02,1.63391429813892E+00,2.96029937744141E+02
5E+00,1.986E+03,5.1E+01,-7.5E-01,2.94313287353516E+02,1.54832444103619E+00,2.95783416748047E+02
5E+00,1.986E+03,5.1E+01,-5E-01,2.94293804931641E+02,1.5139326385646E+00,2.95702209472656E+02
5E+00,1.986E+03,5.1E+01,-2.5E-01,2.94150848388672E+02,1.42260515806281E+00,2.95533355712891E+02
5E+00,1.986E+03,5.1E+01,0E+00,2.93969158935547E+02,1.29663052333539E+00,2.9534423828125E+02
5E+00,1.986E+03,5.1E+01,2.5E-01,2.93732757568359E+02,1.1380240835095E+00,2.95077239990234E+02
5E+00,1.986E+03,5.1E+01,5E-01,2.93519683837891E+02,1.00447649197125E+00,2.94802398681641E+02
5E+00,1.986E+03,5.1E+01,7.5E-01,2.93274694824219E+02,8.69982854993036E-01,2.94416259765625E+02
2E+00,1.986E+03,5.1E+01,1E+00,2.92370910644531E+02,3.16739298530766E-01,2.92594879150391E+02
0E+00,1.986E+03,5.1E+01,1.25E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.1E+01,1.5E+00,0E+00,0E+00,0E+00
4E+00,1.986E+03,5.075E+01,-1.5E+00,2.92919982910156E+02,5.13523893954742E-01,2.93322967529297E+02
4E+00,1.986E+03,5.075E+01,-1.25E+00,2.94711624145508E+02,7.82012904122204E-01,2.95457092285156E+02
4E+00,1.986E+03,5.075E+01,-1E+00,2.92364433288574E+02,5.56565392510402E-01,2.92775451660156E+02
3E+00,1.986E+03,5.075E+01,-7.5E-01,2.91237375895182E+02,8.58874518427276E-02,2.91324462890625E+02
3E+00,1.986E+03,5.075E+01,-5E-01,2.90846130371094E+02,7.60835783835845E-02,2.90918304443359E+02
2E+00,1.986E+03,5.075E+01,-2.5E-01,2.90720611572266E+02,2.56792318607175E-02,2.9073876953125E+02
2E+00,1.986E+03,5.075E+01,0E+00,2.90645782470703E+02,2.01118017598225E-02,2.90660003662109E+02
0E+00,1.986E+03,5.075E+01,2.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.075E+01,5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.075E+01,7.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.075E+01,1E+00,0E+00,0E+00,0E+00
1E+00,1.986E+03,5.075E+01,1.25E+00,2.90862548828125E+02,0E+00,2.90862548828125E+02
5E+00,1.986E+03,5.075E+01,1.5E+00,2.93287786865234E+02,8.99648760638639E-01,2.94266265869141E+02
0E+00,1.986E+03,5.05E+01,-1.5E+00,0E+00,0E+00,0E+00
3E+00,1.986E+03,5.05E+01,-1.25E+00,2.90845937093099E+02,1.50304674796106E-02,2.90862213134766E+02
0E+00,1.986E+03,5.05E+01,-1E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.05E+01,-7.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.05E+01,-5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.05E+01,-2.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.05E+01,0E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.05E+01,2.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.05E+01,5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.05E+01,7.5E-01,0E+00,0E+00,0E+00
1E+00,1.986E+03,5.05E+01,1E+00,2.90909088134766E+02,0E+00,2.90909088134766E+02
3E+00,1.986E+03,5.05E+01,1.25E+00,2.91600596110026E+02,9.8673903212111E-02,2.91664703369141E+02
5E+00,1.986E+03,5.05E+01,1.5E+00,2.94305200195313E+02,1.13879681673852E+00,2.95410064697266E+02
0E+00,1.986E+03,5.025E+01,-1.5E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,-1.25E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,-1E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,-7.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,-5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,-2.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,0E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,2.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5.025E+01,5E-01,0E+00,0E+00,0E+00
1E+00,1.986E+03,5.025E+01,7.5E-01,2.90950256347656E+02,0E+00,2.90950256347656E+02
3E+00,1.986E+03,5.025E+01,1E+00,2.91539184570312E+02,2.07056970618054E-01,2.91702209472656E+02
3E+00,1.986E+03,5.025E+01,1.25E+00,2.92048543294271E+02,1.50926132999952E-01,2.92210754394531E+02
5E+00,1.986E+03,5.025E+01,1.5E+00,2.94221557617188E+02,1.20999273026718E+00,2.95359680175781E+02
0E+00,1.986E+03,5E+01,-1.5E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5E+01,-1.25E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5E+01,-1E+00,0E+00,0E+00,0E+00
0E+00,1.986E+03,5E+01,-7.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5E+01,-5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5E+01,-2.5E-01,0E+00,0E+00,0E+00
0E+00,1.986E+03,5E+01,0E+00,0E+00,0E+00,0E+00
3E+00,1.986E+03,5E+01,2.5E-01,2.91526947021484E+02,4.05477794002447E-02,2.91562072753906E+02
3E+00,1.986E+03,5E+01,5E-01,2.91984517415365E+02,6.1462844296495E-02,2.92039855957031E+02
4E+00,1.986E+03,5E+01,7.5E-01,2.93984703063965E+02,7.78048470788728E-01,2.94494781494141E+02
5E+00,1.986E+03,5E+01,1E+00,2.94087908935547E+02,1.44232871332519E+00,2.95271453857422E+02
5E+00,1.986E+03,5E+01,1.25E+00,2.94264050292969E+02,1.39461836299032E+00,2.95508605957031E+02
5E+00,1.986E+03,5E+01,1.5E+00,2.96078137207031E+02,1.65686692020354E+00,2.97786773681641E+02
3E+00,1.987E+03,5.3E+01,-1.5E+00,2.92422576904297E+02,6.37757185144027E-01,2.9290234375E+02
3E+00,1.987E+03,5.3E+01,-1.25E+00,2.92678863525391E+02,6.5384528389758E-01,2.93195892333984E+02
3E+00,1.987E+03,5.3E+01,-1E+00,2.92826141357422E+02,6.32047391556866E-01,2.933291015625E+02
3E+00,1.987E+03,5.3E+01,-7.5E-01,2.92895751953125E+02,6.41874623218442E-01,2.93450775146484E+02
3E+00,1.987E+03,5.3E+01,-5E-01,2.92896779378255E+02,7.071234055082E-01,2.93578369140625E+02
3E+00,1.987E+03,5.3E+01,-2.5E-01,2.92611724853516E+02,6.19181270649083E-01,2.93228851318359E+02
4E+00,1.987E+03,5.3E+01,0E+00,2.92111640930176E+02,4.5804735091341E-01,2.92720306396484E+02
3E+00,1.987E+03,5.3E+01,2.5E-01,2.91862192789714E+02,5.22289691323951E-01,2.92208526611328E+02
3E+00,1.987E+03,5.3E+01,5E-01,2.90944946289062E+02,4.06047652588676E-01,2.91240997314453E+02
3E+00,1.987E+03,5.3E+01,7.5E-01,2.91495269775391E+02,8.53527064104919E-01,2.92101318359375E+02
3E+00,1.987E+03,5.3E+01,1E+00,2.91208140055339E+02,7.62703033030464E-01,2.91808929443359E+02
3E+00,1.987E+03,5.3E+01,1.25E+00,2.90992614746094E+02,6.11749399539104E-01,2.91559906005859E+02
3E+00,1.987E+03,5.3E+01,1.5E+00,2.90739949544271E+02,4.79816215923443E-01,2.9125244140625E+02
3E+00,1.987E+03,5.275E+01,-1.5E+00,2.92468577067057E+02,5.88017504910447E-01,2.92821197509766E+02
3E+00,1.987E+03,5.275E+01,-1.25E+00,2.92644663492839E+02,5.85972725551122E-01,2.93033294677734E+02
3E+00,1.987E+03,5.275E+01,-1E+00,2.92569132486979E+02,6.34483980883431E-01,2.93067138671875E+02
3E+00,1.987E+03,5.275E+01,-7.5E-01,2.92529663085938E+02,6.97163396040987E-01,2.93148834228516E+02
3E+00,1.987E+03,5.275E+01,-5E-01,2.92698557535807E+02,6.35856300529284E-01,2.93192321777344E+02
3E+00,1.987E+03,5.275E+01,-2.5E-01,2.92854339599609E+02,5.56010382220073E-01,2.93264739990234E+02
3E+00,1.987E+03,5.275E+01,0E+00,2.93087259928385E+02,4.63218914920861E-01,2.93416046142578E+02
3E+00,1.987E+03,5.275E+01,2.5E-01,2.93013895670573E+02,4.61431154425014E-01,2.93299774169922E+02
3E+00,1.987E+03,5.275E+01,5E-01,2.92510121663411E+02,4.19789734091306E-01,2.92797332763672E+02
3E+00,1.987E+03,5.275E+01,7.5E-01,2.92421325683594E+02,5.01634579266955E-01,2.92738433837891E+02
3E+00,1.987E+03,5.275E+01,1E+00,2.92384287516276E+02,5.66699158086033E-01,2.92790740966797E+02
3E+00,1.987E+03,5.275E+01,1.25E+00,2.92778025309245E+02,1.18453740176162E+00,2.93787139892578E+02
3E+00,1.987E+03,5.275E+01,1.5E+00,2.91857564290365E+02,5.33604310558607E-01,2.92406463623047E+02
3E+00,1.987E+03,5.25E+01,-1.5E+00,2.92513631184896E+02,6.24761057667226E-01,2.92938385009766E+02
3E+00,1.987E+03,5.25E+01,-1.25E+00,2.92342905680339E+02,6.47937105703309E-01,2.92869537353516E+02
3E+00,1.987E+03,5.25E+01,-1E+00,2.92251881917318E+02,7.05102773043592E-01,2.92881500244141E+02
3E+00,1.987E+03,5.25E+01,-7.5E-01,2.92408925374349E+02,7.18754730347257E-01,2.93129180908203E+02
3E+00,1.987E+03,5.25E+01,-5E-01,2.92638661702474E+02,5.1920396700872E-01,2.93082061767578E+02
3E+00,1.987E+03,5.25E+01,-2.5E-01,2.92859110514323E+02,4.04564048573357E-01,2.93161071777344E+02
3E+00,1.987E+03,5.25E+01,0E+00,2.93037343343099E+02,3.16221025984181E-01,2.93256500244141E+02
3E+00,1.987E+03,5.25E+01,2.5E-01,2.92829844156901E+02,1.07509383595563E+00,2.94070465087891E+02
3E+00,1.987E+03,5.25E+01,5E-01,2.92902770996094E+02,3.4928164625107E-01,2.93259674072266E+02
3E+00,1.987E+03,5.25E+01,7.5E-01,2.93504791259766E+02,1.40973155165993E+00,2.94841094970703E+02
3E+00,1.987E+03,5.25E+01,1E+00,2.93599324544271E+02,1.2716252811181E+00,2.94793395996094E+02
3E+00,1.987E+03,5.25E+01,1.25E+00,2.93625559488932E+02,1.08541418634791E+00,2.94587432861328E+02
3E+00,1.987E+03,5.25E+01,1.5E+00,2.92096750895182E+02,3.92636889397718E-01,2.92549957275391E+02
3E+00,1.987E+03,5.225E+01,-1.5E+00,2.92332895914714E+02,6.74270030486437E-01,2.92842529296875E+02
3E+00,1.987E+03,5.225E+01,-1.25E+00,2.92151560465495E+02,7.02502108102115E-01,2.92760101318359E+02
3E+00,1.987E+03,5.225E+01,-1E+00,2.92283620198568E+02,6.79102287624887E-01,2.92956390380859E+02
3E+00,1.987E+03,5.225E+01,-7.5E-01,2.92411448160807E+02,5.65735737696382E-01,2.92933624267578E+02
3E+00,1.987E+03,5.225E+01,-5E-01,2.92624491373698E+02,4.26928999077533E-01,2.92933441162109E+02
