Max_length,Year,Lat,Lon,Mean,Standard Dev,Max T
5E+00,1.979E+03,5.3E+01,-1.5E+00,2.91843841552734E+02,9.86867175242591E-01,2.93256774902344E+02
4E+00,1.979E+03,5.3E+01,-1.25E+00,2.92484886169434E+02,9.33454724117889E-01,2.93603363037109E+02
4E+00,1.979E+03,5.3E+01,-1E+00,2.92775108337402E+02,8.89015967567829E-01,2.93810089111328E+02
4E+00,1.979E+03,5.3E+01,-7.5E-01,2.92997650146484E+02,8.71094829119597E-01,2.93948516845703E+02
4E+00,1.979E+03,5.3E+01,-5E-01,2.93147529602051E+02,8.70745586935722E-01,2.94015319824219E+02
4E+00,1.979E+03,5.3E+01,-2.5E-01,2.93041374206543E+02,8.34040854793223E-01,2.93874542236328E+02
4E+00,1.979E+03,5.3E+01,0E+00,2.92877395629883E+02,8.30955555678E-01,2.93926788330078E+02
3E+00,1.979E+03,5.3E+01,2.5E-01,2.91769073486328E+02,6.93369639683352E-01,2.92569610595703E+02
3E+00,1.979E+03,5.3E+01,5E-01,2.90697092692057E+02,2.40638324159129E-01,2.9097412109375E+02
2E+00,1.979E+03,5.3E+01,7.5E-01,2.90577026367188E+02,1.78330396720142E-01,2.90703125E+02
2E+00,1.979E+03,5.3E+01,1E+00,2.90460403442383E+02,8.18930125306075E-02,2.90518310546875E+02
2E+00,1.979E+03,5.3E+01,1.25E+00,2.90481155395508E+02,5.5890092873326E-03,2.90485107421875E+02
2E+00,1.979E+03,5.3E+01,1.5E+00,2.90427215576172E+02,1.02026393476868E-01,2.90499359130859E+02
5E+00,1.979E+03,5.275E+01,-1.5E+00,2.92003979492188E+02,9.44331066696955E-01,2.93365173339844E+02
4E+00,1.979E+03,5.275E+01,-1.25E+00,2.92499801635742E+02,9.15891305930107E-01,2.93579193115234E+02
4E+00,1.979E+03,5.275E+01,-1E+00,2.92652275085449E+02,1.02318235345302E+00,2.93897552490234E+02
4E+00,1.979E+03,5.275E+01,-7.5E-01,2.92860694885254E+02,1.04530608234344E+00,2.94101409912109E+02
4E+00,1.979E+03,5.275E+01,-5E-01,2.93091117858887E+02,1.01608166068012E+00,2.94219085693359E+02
4E+00,1.979E+03,5.275E+01,-2.5E-01,2.93123985290527E+02,9.74987684881436E-01,2.94038604736328E+02
4E+00,1.979E+03,5.275E+01,0E+00,2.93270118713379E+02,9.71996717754997E-01,2.94211883544922E+02
4E+00,1.979E+03,5.275E+01,2.5E-01,2.9310018157959E+02,1.08269458605543E+00,2.94182647705078E+02
2E+00,1.979E+03,5.275E+01,5E-01,2.93358062744141E+02,3.72629391404093E-01,2.93621551513672E+02
2E+00,1.979E+03,5.275E+01,7.5E-01,2.93241928100586E+02,4.70663635390008E-01,2.93574737548828E+02
2E+00,1.979E+03,5.275E+01,1E+00,2.93054504394531E+02,5.61360955987147E-01,2.93451446533203E+02
2E+00,1.979E+03,5.275E+01,1.25E+00,2.92672668457031E+02,6.2316374594437E-01,2.93113311767578E+02
2E+00,1.979E+03,5.275E+01,1.5E+00,2.91985748291016E+02,4.14622488211619E-01,2.92278930664062E+02
4E+00,1.979E+03,5.25E+01,-1.5E+00,2.92224822998047E+02,9.78654841394604E-01,2.93394378662109E+02
4E+00,1.979E+03,5.25E+01,-1.25E+00,2.92275009155273E+02,1.04672195388738E+00,2.93522247314453E+02
4E+00,1.979E+03,5.25E+01,-1E+00,2.92546104431152E+02,1.25186988584968E+00,2.94125030517578E+02
4E+00,1.979E+03,5.25E+01,-7.5E-01,2.92816078186035E+02,1.32864500187476E+00,2.94487884521484E+02
4E+00,1.979E+03,5.25E+01,-5E-01,2.93036315917969E+02,1.25058412563167E+00,2.94524749755859E+02
3E+00,1.979E+03,5.25E+01,-2.5E-01,2.93599589029948E+02,1.0867676804867E+00,2.94472259521484E+02
3E+00,1.979E+03,5.25E+01,0E+00,2.93752319335938E+02,9.97382769351774E-01,2.94341094970703E+02
3E+00,1.979E+03,5.25E+01,2.5E-01,2.93530283610026E+02,1.03647585615205E+00,2.94130157470703E+02
3E+00,1.979E+03,5.25E+01,5E-01,2.93384480794271E+02,1.09808469804113E+00,2.94057495117188E+02
3E+00,1.979E+03,5.25E+01,7.5E-01,2.93309295654297E+02,1.05186551285555E+00,2.94018280029297E+02
3E+00,1.979E+03,5.25E+01,1E+00,2.93234608968099E+02,9.8446405540271E-01,2.93995330810547E+02
3E+00,1.979E+03,5.25E+01,1.25E+00,2.93075073242188E+02,8.73920414889283E-01,2.93862091064453E+02
2E+00,1.979E+03,5.25E+01,1.5E+00,2.92125915527344E+02,4.71418906915323E-01,2.92459259033203E+02
3E+00,1.979E+03,5.225E+01,-1.5E+00,2.92575317382812E+02,1.09087361151753E+00,2.93567474365234E+02
3E+00,1.979E+03,5.225E+01,-1.25E+00,2.92731903076172E+02,1.14895748673451E+00,2.93809112548828E+02
3E+00,1.979E+03,5.225E+01,-1E+00,2.93038126627604E+02,1.32241855210781E+00,2.94345153808594E+02
3E+00,1.979E+03,5.225E+01,-7.5E-01,2.93254353841146E+02,1.28206604984059E+00,2.94506683349609E+02
3E+00,1.979E+03,5.225E+01,-5E-01,2.93450480143229E+02,1.1481001247832E+00,2.94499298095703E+02
3E+00,1.979E+03,5.225E+01,-2.5E-01,2.93608388264974E+02,1.0320990899364E+00,2.94381378173828E+02
3E+00,1.979E+03,5.225E+01,0E+00,2.93548197428385E+02,9.92429173659245E-01,2.94125946044922E+02
3E+00,1.979E+03,5.225E+01,2.5E-01,2.93498443603516E+02,9.95399710612475E-01,2.94131958007812E+02
3E+00,1.979E+03,5.225E+01,5E-01,2.93313161214193E+02,1.01383229106028E+00,2.93964630126953E+02
3E+00,1.979E+03,5.225E+01,7.5E-01,2.93281911214193E+02,9.94467654021556E-01,2.93999298095703E+02
3E+00,1.979E+03,5.225E+01,1E+00,2.93156697591146E+02,9.56279364076072E-01,2.93933135986328E+02
3E+00,1.979E+03,5.225E+01,1.25E+00,2.92928639729818E+02,8.58725806150649E-01,2.93727813720703E+02
2E+00,1.979E+03,5.225E+01,1.5E+00,2.91980331420898E+02,5.51067684056423E-01,2.92369995117188E+02
3E+00,1.979E+03,5.2E+01,-1.5E+00,2.92540700276693E+02,1.1143493904463E+00,2.93558197021484E+02
3E+00,1.979E+03,5.2E+01,-1.25E+00,2.92795094807943E+02,1.08082611331856E+00,2.93778503417969E+02
3E+00,1.979E+03,5.2E+01,-1E+00,2.93041025797526E+02,1.21019962554025E+00,2.94189788818359E+02
3E+00,1.979E+03,5.2E+01,-7.5E-01,2.93257314046224E+02,1.15090078970478E+00,2.94344268798828E+02
3E+00,1.979E+03,5.2E+01,-5E-01,2.93315561930339E+02,9.82917301122321E-01,2.94178741455078E+02
3E+00,1.979E+03,5.2E+01,-2.5E-01,2.93251719156901E+02,8.94791807377101E-01,2.93910736083984E+02
3E+00,1.979E+03,5.2E+01,0E+00,2.93333892822266E+02,8.7054984738201E-01,2.93839477539062E+02
3E+00,1.979E+03,5.2E+01,2.5E-01,2.93486907958984E+02,8.4252139054344E-01,2.94109161376953E+02
3E+00,1.979E+03,5.2E+01,5E-01,2.93301930745443E+02,8.67129024439991E-01,2.94016235351562E+02
3E+00,1.979E+03,5.2E+01,7.5E-01,2.93035959879557E+02,9.20300840130967E-01,2.93894165039062E+02
2E+00,1.979E+03,5.2E+01,1E+00,2.92833938598633E+02,5.94787115778955E-01,2.93254516601562E+02
2E+00,1.979E+03,5.2E+01,1.25E+00,2.92248657226562E+02,6.87556038274102E-01,2.92734832763672E+02
1E+00,1.979E+03,5.2E+01,1.5E+00,2.91507049560547E+02,0E+00,2.91507049560547E+02
2E+00,1.979E+03,5.175E+01,-1.5E+00,2.91793869018555E+02,6.27803271028449E-01,2.9223779296875E+02
3E+00,1.979E+03,5.175E+01,-1.25E+00,2.92747731526693E+02,1.0183826574345E+00,2.93600372314453E+02
3E+00,1.979E+03,5.175E+01,-1E+00,2.92985127766927E+02,1.06268348859624E+00,2.93930358886719E+02
3E+00,1.979E+03,5.175E+01,-7.5E-01,2.93164530436198E+02,9.63034085393086E-01,2.94010833740234E+02
3E+00,1.979E+03,5.175E+01,-5E-01,2.93122334798177E+02,8.16508608619238E-01,2.93788848876953E+02
3E+00,1.979E+03,5.175E+01,-2.5E-01,2.93180135091146E+02,7.52126172412338E-01,2.93681732177734E+02
3E+00,1.979E+03,5.175E+01,0E+00,2.93384999593099E+02,6.76181450305328E-01,2.93795196533203E+02
3E+00,1.979E+03,5.175E+01,2.5E-01,2.93393402099609E+02,6.38688326399183E-01,2.93886016845703E+02
3E+00,1.979E+03,5.175E+01,5E-01,2.93352254231771E+02,6.67357195717097E-01,2.93997283935547E+02
2E+00,1.979E+03,5.175E+01,7.5E-01,2.92896545410156E+02,7.17766899286711E-01,2.93404083251953E+02
2E+00,1.979E+03,5.175E+01,1E+00,2.92390258789062E+02,9.43053605695023E-01,2.93057098388672E+02
1E+00,1.979E+03,5.175E+01,1.25E+00,2.91787475585938E+02,0E+00,2.91787475585938E+02
0E+00,1.979E+03,5.175E+01,1.5E+00,0E+00,0E+00,0E+00
2E+00,1.979E+03,5.15E+01,-1.5E+00,2.93071685791016E+02,4.09659275330976E-01,2.93361358642578E+02
2E+00,1.979E+03,5.15E+01,-1.25E+00,2.93184036254883E+02,2.88966885585604E-01,2.93388366699219E+02
3E+00,1.979E+03,5.15E+01,-1E+00,2.92838195800781E+02,1.01550073459487E+00,2.93541931152344E+02
3E+00,1.979E+03,5.15E+01,-7.5E-01,2.93019622802734E+02,9.15876064771614E-01,2.93610198974609E+02
3E+00,1.979E+03,5.15E+01,-5E-01,2.93065602620443E+02,7.57495910060197E-01,2.93539245605469E+02
3E+00,1.979E+03,5.15E+01,-2.5E-01,2.93175516764323E+02,6.80911598137833E-01,2.93640960693359E+02
3E+00,1.979E+03,5.15E+01,0E+00,2.93437978108724E+02,5.65867789871421E-01,2.93848815917969E+02
3E+00,1.979E+03,5.15E+01,2.5E-01,2.93308359781901E+02,5.11770148765665E-01,2.93657684326172E+02
3E+00,1.979E+03,5.15E+01,5E-01,2.93410085042318E+02,4.56429056586281E-01,2.93805694580078E+02
2E+00,1.979E+03,5.15E+01,7.5E-01,2.92258331298828E+02,5.91701292118382E-01,2.92676727294922E+02
1E+00,1.979E+03,5.15E+01,1E+00,2.91565399169922E+02,0E+00,2.91565399169922E+02
1E+00,1.979E+03,5.15E+01,1.25E+00,2.92429656982422E+02,0E+00,2.92429656982422E+02
1E+00,1.979E+03,5.15E+01,1.5E+00,2.91410766601562E+02,0E+00,2.91410766601562E+02
2E+00,1.979E+03,5.125E+01,-1.5E+00,2.92794906616211E+02,4.05278700484148E-01,2.93081481933594E+02
2E+00,1.979E+03,5.125E+01,-1.25E+00,2.92876419067383E+02,3.41102200018791E-01,2.93117614746094E+02
2E+00,1.979E+03,5.125E+01,-1E+00,2.93142211914062E+02,2.07030714682121E-01,2.93288604736328E+02
2E+00,1.979E+03,5.125E+01,-7.5E-01,2.93199783325195E+02,7.33476547013268E-02,2.93251647949219E+02
2E+00,1.979E+03,5.125E+01,-5E-01,2.93259429931641E+02,6.15006813470966E-02,2.93302917480469E+02
3E+00,1.979E+03,5.125E+01,-2.5E-01,2.92801330566406E+02,8.18857232176008E-01,2.93371429443359E+02
3E+00,1.979E+03,5.125E+01,0E+00,2.92841298421224E+02,7.49681507184767E-01,2.93459411621094E+02
3E+00,1.979E+03,5.125E+01,2.5E-01,2.92982360839844E+02,6.05722305827402E-01,2.93509063720703E+02
3E+00,1.979E+03,5.125E+01,5E-01,2.93149098714193E+02,4.87692551814464E-01,2.93557464599609E+02
3E+00,1.979E+03,5.125E+01,7.5E-01,2.93403065999349E+02,4.78385694860531E-01,2.93686553955078E+02
3E+00,1.979E+03,5.125E+01,1E+00,2.92947601318359E+02,4.81640584625465E-01,2.93295684814453E+02
3E+00,1.979E+03,5.125E+01,1.25E+00,2.92494283040365E+02,4.3548934104633E-01,2.92897979736328E+02
1E+00,1.979E+03,5.125E+01,1.5E+00,2.91449737548828E+02,0E+00,2.91449737548828E+02
2E+00,1.979E+03,5.1E+01,-1.5E+00,2.92632308959961E+02,6.19214754826293E-01,2.93070159912109E+02
2E+00,1.979E+03,5.1E+01,-1.25E+00,2.9281672668457E+02,5.26467411517584E-01,2.93188995361328E+02
2E+00,1.979E+03,5.1E+01,-1E+00,2.92651763916016E+02,1.71425057060118E-01,2.92772979736328E+02
2E+00,1.979E+03,5.1E+01,-7.5E-01,2.92515441894531E+02,5.10563551113089E-02,2.92551544189453E+02
2E+00,1.979E+03,5.1E+01,-5E-01,2.92345001220703E+02,3.28003633851182E-02,2.92368194580078E+02
2E+00,1.979E+03,5.1E+01,-2.5E-01,2.92253128051758E+02,1.04723791781565E-01,2.92327178955078E+02
2E+00,1.979E+03,5.1E+01,0E+00,2.92240921020508E+02,2.95656433381253E-01,2.92449981689453E+02
2E+00,1.979E+03,5.1E+01,2.5E-01,2.92387359619141E+02,3.24464647275419E-01,2.92616790771484E+02
2E+00,1.979E+03,5.1E+01,5E-01,2.92583282470703E+02,3.60458730253299E-01,2.92838165283203E+02
2E+00,1.979E+03,5.1E+01,7.5E-01,2.92921493530273E+02,3.7541310645454E-01,2.93186950683594E+02
2E+00,1.979E+03,5.1E+01,1E+00,2.92028106689453E+02,3.4146904618823E-01,2.92269561767578E+02
0E+00,1.979E+03,5.1E+01,1.25E+00,0E+00,0E+00,0E+00
1E+00,1.979E+03,5.1E+01,1.5E+00,2.91121765136719E+02,0E+00,2.91121765136719E+02
1E+00,1.979E+03,5.075E+01,-1.5E+00,2.92084503173828E+02,0E+00,2.92084503173828E+02
2E+00,1.979E+03,5.075E+01,-1.25E+00,2.92152801513672E+02,1.50450087842792E-01,2.92259185791016E+02
2E+00,1.979E+03,5.075E+01,-1E+00,2.91430252075195E+02,9.21215469020194E-02,2.91495391845703E+02
1E+00,1.979E+03,5.075E+01,-7.5E-01,2.90878692626953E+02,0E+00,2.90878692626953E+02
0E+00,1.979E+03,5.075E+01,-5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.075E+01,-2.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.075E+01,0E+00,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.075E+01,2.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.075E+01,5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.075E+01,7.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.075E+01,1E+00,0E+00,0E+00,0E+00
1E+00,1.979E+03,5.075E+01,1.25E+00,2.90908233642578E+02,0E+00,2.90908233642578E+02
1E+00,1.979E+03,5.075E+01,1.5E+00,2.93214874267578E+02,0E+00,2.93214874267578E+02
0E+00,1.979E+03,5.05E+01,-1.5E+00,0E+00,0E+00,0E+00
1E+00,1.979E+03,5.05E+01,-1.25E+00,2.90854919433594E+02,0E+00,2.90854919433594E+02
0E+00,1.979E+03,5.05E+01,-1E+00,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,-7.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,-5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,-2.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,0E+00,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,2.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,7.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.05E+01,1E+00,0E+00,0E+00,0E+00
1E+00,1.979E+03,5.05E+01,1.25E+00,2.91249786376953E+02,0E+00,2.91249786376953E+02
1E+00,1.979E+03,5.05E+01,1.5E+00,2.93870635986328E+02,0E+00,2.93870635986328E+02
0E+00,1.979E+03,5.025E+01,-1.5E+00,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.025E+01,-1.25E+00,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.025E+01,-1E+00,0E+00,0E+00,0E+00
1E+00,1.979E+03,5.025E+01,-7.5E-01,2.90411163330078E+02,0E+00,2.90411163330078E+02
1E+00,1.979E+03,5.025E+01,-5E-01,2.90469665527344E+02,0E+00,2.90469665527344E+02
1E+00,1.979E+03,5.025E+01,-2.5E-01,2.90481292724609E+02,0E+00,2.90481292724609E+02
0E+00,1.979E+03,5.025E+01,0E+00,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.025E+01,2.5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.025E+01,5E-01,0E+00,0E+00,0E+00
0E+00,1.979E+03,5.025E+01,7.5E-01,0E+00,0E+00,0E+00
1E+00,1.979E+03,5.025E+01,1E+00,2.91388946533203E+02,0E+00,2.91388946533203E+02
1E+00,1.979E+03,5.025E+01,1.25E+00,2.91999450683594E+02,0E+00,2.91999450683594E+02
1E+00,1.979E+03,5.025E+01,1.5E+00,2.94137878417969E+02,0E+00,2.94137878417969E+02
0E+00,1.979E+03,5E+01,-1.5E+00,0E+00,0E+00,0E+00
0E+00,1.979E+03,5E+01,-1.25E+00,0E+00,0E+00,0E+00
1E+00,1.979E+03,5E+01,-1E+00,2.90416839599609E+02,0E+00,2.90416839599609E+02
1E+00,1.979E+03,5E+01,-7.5E-01,2.90462982177734E+02,0E+00,2.90462982177734E+02
1E+00,1.979E+03,5E+01,-5E-01,2.90701446533203E+02,0E+00,2.90701446533203E+02
1E+00,1.979E+03,5E+01,-2.5E-01,2.90685577392578E+02,0E+00,2.90685577392578E+02
1E+00,1.979E+03,5E+01,0E+00,2.90744232177734E+02,0E+00,2.90744232177734E+02
1E+00,1.979E+03,5E+01,2.5E-01,2.91389251708984E+02,0E+00,2.91389251708984E+02
1E+00,1.979E+03,5E+01,5E-01,2.91525329589844E+02,0E+00,2.91525329589844E+02
1E+00,1.979E+03,5E+01,7.5E-01,2.93357757568359E+02,0E+00,2.93357757568359E+02
1E+00,1.979E+03,5E+01,1E+00,2.94164489746094E+02,0E+00,2.94164489746094E+02
1E+00,1.979E+03,5E+01,1.25E+00,2.94560333251953E+02,0E+00,2.94560333251953E+02
1E+00,1.979E+03,5E+01,1.5E+00,2.95952972412109E+02,0E+00,2.95952972412109E+02
2E+00,1.98E+03,5.3E+01,-1.5E+00,2.92959564208984E+02,1.37368785024332E+00,2.93930908203125E+02
2E+00,1.98E+03,5.3E+01,-1.25E+00,2.93284637451172E+02,1.23484736470395E+00,2.94157806396484E+02
2E+00,1.98E+03,5.3E+01,-1E+00,2.93448089599609E+02,1.11590288906002E+00,2.94237152099609E+02
2E+00,1.98E+03,5.3E+01,-7.5E-01,2.93564422607422E+02,9.12109052343536E-01,2.94209381103516E+02
2E+00,1.98E+03,5.3E+01,-5E-01,2.93590087890625E+02,6.71760073801795E-01,2.94065093994141E+02
2E+00,1.98E+03,5.3E+01,-2.5E-01,2.93473846435547E+02,4.03314994518328E-01,2.93759033203125E+02
2E+00,1.98E+03,5.3E+01,0E+00,2.93284072875977E+02,1.61174943502268E-01,2.93398040771484E+02
2E+00,1.98E+03,5.3E+01,2.5E-01,2.91380645751953E+02,1.14197054627661E-01,2.91461395263672E+02
2E+00,1.98E+03,5.3E+01,5E-01,2.90817565917969E+02,6.43059755839817E-02,2.90863037109375E+02
2E+00,1.98E+03,5.3E+01,7.5E-01,2.90482772827148E+02,1.8538679068523E-01,2.90613861083984E+02
2E+00,1.98E+03,5.3E+01,1E+00,2.90308242797852E+02,2.48613806947333E-01,2.90484039306641E+02
2E+00,1.98E+03,5.3E+01,1.25E+00,2.90382415771484E+02,2.7491883521474E-01,2.90576812744141E+02
2E+00,1.98E+03,5.3E+01,1.5E+00,2.90385070800781E+02,2.91189541788674E-01,2.90590972900391E+02
2E+00,1.98E+03,5.275E+01,-1.5E+00,2.92992202758789E+02,1.30577815052427E+00,2.9391552734375E+02
2E+00,1.98E+03,5.275E+01,-1.25E+00,2.93219451904297E+02,1.17671303644111E+00,2.94051513671875E+02
2E+00,1.98E+03,5.275E+01,-1E+00,2.93271041870117E+02,1.05494168737386E+00,2.94016998291016E+02
2E+00,1.98E+03,5.275E+01,-7.5E-01,2.93269546508789E+02,8.18735912628137E-01,2.93848480224609E+02
2E+00,1.98E+03,5.275E+01,-5E-01,2.93242813110352E+02,5.18051528806929E-01,2.93609130859375E+02
2E+00,1.98E+03,5.275E+01,-2.5E-01,2.93321823120117E+02,2.3527786972891E-01,2.93488189697266E+02
2E+00,1.98E+03,5.275E+01,0E+00,2.93615447998047E+02,7.06070980237544E-02,2.93665374755859E+02
2E+00,1.98E+03,5.275E+01,2.5E-01,2.93461074829102E+02,5.87601246695242E-02,2.93502624511719E+02
2E+00,1.98E+03,5.275E+01,5E-01,2.92196914672852E+02,1.06752235306697E-01,2.92272399902344E+02
2E+00,1.98E+03,5.275E+01,7.5E-01,2.92049240112305E+02,2.0953390030888E-02,2.92064056396484E+02
2E+00,1.98E+03,5.275E+01,1E+00,2.91587173461914E+02,5.50053462293857E-02,2.91626068115234E+02
2E+00,1.98E+03,5.275E+01,1.25E+00,2.91911270141602E+02,4.04933433501146E-01,2.92197601318359E+02
2E+00,1.98E+03,5.275E+01,1.5E+00,2.91475570678711E+02,3.01008071617772E-01,2.91688415527344E+02
2E+00,1.98E+03,5.25E+01,-1.5E+00,2.93067886352539E+02,1.16836189128977E+00,2.9389404296875E+02
2E+00,1.98E+03,5.25E+01,-1.25E+00,2.93051849365234E+02,1.04590000825652E+00,2.93791412353516E+02
2E+00,1.98E+03,5.25E+01,-1E+00,2.93099868774414E+02,8.96075716820416E-01,2.93733489990234E+02
2E+00,1.98E+03,5.25E+01,-7.5E-01,2.93099411010742E+02,6.5007299143203E-01,2.9355908203125E+02
2E+00,1.98E+03,5.25E+01,-5E-01,2.93116302490234E+02,3.3719636727359E-01,2.93354736328125E+02
2E+00,1.98E+03,5.25E+01,-2.5E-01,2.93340179443359E+02,3.99214949095188E-02,2.93368408203125E+02
2E+00,1.98E+03,5.25E+01,0E+00,2.93584808349609E+02,2.15705547630027E-01,2.93737335205078E+02
2E+00,1.98E+03,5.25E+01,2.5E-01,2.93201354980469E+02,2.03836995089359E-01,2.93345489501953E+02
2E+00,1.98E+03,5.25E+01,5E-01,2.92955215454102E+02,1.89055252379619E-01,2.93088897705078E+02
2E+00,1.98E+03,5.25E+01,7.5E-01,2.92616180419922E+02,1.63483916451089E-01,2.92731781005859E+02
2E+00,1.98E+03,5.25E+01,1E+00,2.92271133422852E+02,1.03990099442687E-01,2.92344665527344E+02
1E+00,1.98E+03,5.25E+01,1.25E+00,2.93178985595703E+02,0E+00,2.93178985595703E+02
2E+00,1.98E+03,5.25E+01,1.5E+00,2.92125503540039E+02,7.75836489990233E-01,2.92674102783203E+02
2E+00,1.98E+03,5.225E+01,-1.5E+00,2.92995086669922E+02,1.00602167171987E+00,2.93706451416016E+02
2E+00,1.98E+03,5.225E+01,-1.25E+00,2.92975067138672E+02,8.7162649858664E-01,2.93591400146484E+02
2E+00,1.98E+03,5.225E+01,-1E+00,2.93073669433594E+02,7.12501577795942E-01,2.93577484130859E+02
2E+00,1.98E+03,5.225E+01,-7.5E-01,2.93210021972656E+02,5.02751885622686E-01,2.93565521240234E+02
2E+00,1.98E+03,5.225E+01,-5E-01,2.93284225463867E+02,2.19050321527852E-01,2.93439117431641E+02
2E+00,1.98E+03,5.225E+01,-2.5E-01,2.93462448120117E+02,5.02579252131186E-02,2.93497985839844E+02
2E+00,1.98E+03,5.225E+01,0E+00,2.93149261474609E+02,2.82212600230642E-01,2.93348815917969E+02
2E+00,1.98E+03,5.225E+01,2.5E-01,2.92779388427734E+02,2.93390618805307E-01,2.92986846923828E+02
2E+00,1.98E+03,5.225E+01,5E-01,2.92404632568359E+02,2.78975722265005E-01,2.92601898193359E+02
2E+00,1.98E+03,5.225E+01,7.5E-01,2.92103118896484E+02,2.55281775556545E-01,2.92283630371094E+02
1E+00,1.98E+03,5.225E+01,1E+00,2.93215026855469E+02,0E+00,2.93215026855469E+02
1E+00,1.98E+03,5.225E+01,1.25E+00,2.92903167724609E+02,0E+00,2.92903167724609E+02
1E+00,1.98E+03,5.225E+01,1.5E+00,2.91652130126953E+02,0E+00,2.91652130126953E+02
2E+00,1.98E+03,5.2E+01,-1.5E+00,2.9285905456543E+02,8.2495071832216E-01,2.934423828125E+02
2E+00,1.98E+03,5.2E+01,-1.25E+00,2.92984664916992E+02,7.09804179491245E-01,2.93486572265625E+02
2E+00,1.98E+03,5.2E+01,-1E+00,2.93130020141602E+02,5.51326634293674E-01,2.93519866943359E+02
2E+00,1.98E+03,5.2E+01,-7.5E-01,2.93289916992188E+02,3.55322883881155E-01,2.93541168212891E+02
2E+00,1.98E+03,5.2E+01,-5E-01,2.93347427368164E+02,1.41667358962698E-01,2.93447601318359E+02
2E+00,1.98E+03,5.2E+01,-2.5E-01,2.931123046875E+02,7.60882113788991E-02,2.93166107177734E+02
2E+00,1.98E+03,5.2E+01,0E+00,2.92816665649414E+02,3.48050698051691E-01,2.93062774658203E+02
2E+00,1.98E+03,5.2E+01,2.5E-01,2.92474990844727E+02,4.5042235851156E-01,2.92793487548828E+02
2E+00,1.98E+03,5.2E+01,5E-01,2.9223876953125E+02,3.4280695574736E-01,2.92481170654297E+02
1E+00,1.98E+03,5.2E+01,7.5E-01,2.92617523193359E+02,0E+00,2.92617523193359E+02
1E+00,1.98E+03,5.2E+01,1E+00,2.92302673339844E+02,0E+00,2.92302673339844E+02
1E+00,1.98E+03,5.2E+01,1.25E+00,2.91881774902344E+02,0E+00,2.91881774902344E+02
1E+00,1.98E+03,5.2E+01,1.5E+00,2.92152557373047E+02,0E+00,2.92152557373047E+02
2E+00,1.98E+03,5.175E+01,-1.5E+00,2.92795501708984E+02,6.99165640577519E-01,2.93289886474609E+02
2E+00,1.98E+03,5.175E+01,-1.25E+00,2.92927291870117E+02,5.95175541134832E-01,2.9334814453125E+02
2E+00,1.98E+03,5.175E+01,-1E+00,2.9310563659668E+02,4.43775969088786E-01,2.9341943359375E+02
2E+00,1.98E+03,5.175E+01,-7.5E-01,2.93249893188477E+02,2.39421073524925E-01,2.93419189453125E+02
2E+00,1.98E+03,5.175E+01,-5E-01,2.93223678588867E+02,6.72623241259298E-02,2.93271240234375E+02
2E+00,1.98E+03,5.175E+01,-2.5E-01,2.93021820068359E+02,1.81869383295905E-01,2.93150421142578E+02
2E+00,1.98E+03,5.175E+01,0E+00,2.92924652099609E+02,3.92352767808039E-01,2.93202087402344E+02
2E+00,1.98E+03,5.175E+01,2.5E-01,2.92401824951172E+02,5.77588504188206E-01,2.92810241699219E+02
2E+00,1.98E+03,5.175E+01,5E-01,2.9239225769043E+02,3.01482813719399E-01,2.92605438232422E+02
2E+00,1.98E+03,5.175E+01,7.5E-01,2.92038619995117E+02,2.06707026885557E-01,2.92184783935547E+02
1E+00,1.98E+03,5.175E+01,1E+00,2.92318145751953E+02,0E+00,2.92318145751953E+02
1E+00,1.98E+03,5.175E+01,1.25E+00,2.91673370361328E+02,0E+00,2.91673370361328E+02
1E+00,1.98E+03,5.175E+01,1.5E+00,2.91289916992188E+02,0E+00,2.91289916992188E+02
2E+00,1.98E+03,5.15E+01,-1.5E+00,2.92561614990234E+02,7.40942945520669E-01,2.93085540771484E+02
2E+00,1.98E+03,5.15E+01,-1.25E+00,2.92739791870117E+02,5.56376163920067E-01,2.93133209228516E+02
2E+00,1.98E+03,5.15E+01,-1E+00,2.93003845214844E+02,3.34088964426579E-01,2.93240081787109E+02
2E+00,1.98E+03,5.15E+01,-7.5E-01,2.93153045654297E+02,1.22612937338317E-01,2.9323974609375E+02
